#RECEIVE_AGENT_ID	RECEIVE_CODE	BILLER_NAME	POE_SVC_MSG_EN_TEXT	POE_SVC_MSG_ES_TEXT	ALL_KEYWORDS
68295161	14021	MOLALLA COMMUNICATI-NXTDY	Next Day	Dia Siguiente	MOLALLA COMMUNICATIONS CO;MOLALLA COMMUNICATIONS CO
66773452	8659	LAWRENCE KS UTILITIES	Same Day	Mismo Dia	"CITY;AWRENCE UTILITIES;LAWRENCE KS UTILITY;CITY OF LAWRENCE;KANSAS,;LAWRENCE UTILITIES;AWRENCE KS UTILITY;CITY OF LAWRENCE KS;KS;UTILITIES"
67927171	13101	GOLDEN LIVING CENTR-NXTDY	Next Day	Dia Siguiente	GOLDEN LIVING CENTERS
67622081	11709	EASTERN SHORE GAS-NEXTDAY	Next Day	Dia Siguiente	
67633436	11805	PRINCETON MUN LIGHT-NXTDY	Next Day	Dia Siguiente	PRINCETON MUNICIPAL LIGHT
67287769	9959	CTY OF ALLEN TX UTL NXTDY	Next Day	Dia Siguiente	CITY OF ALLEN TX UTILITIE;CITY OF ALLEN UTILITIES
68009535	13507	MATTEL BENEFITS-NXTDY	Next Day	Dia Siguiente	
68007951	13351	PITNEY BOWES BENEFI-NXTDY	Next Day	Dia Siguiente	PITNEY BOWES BENEFITS
68500513	14377	OCIUS	Same Day	Mismo Dia	
66616674	7962	CLARO GUATEMALA RECHARGE BY EZETOP	Same Day	Mismo Dia	CALRO;UGATEMALA;KLARO;EZETTOP;EZEOTP;CLAOR;GUUATEMALA;GUATEMMALA;EASYTOP;CLAIRO;EZZETOP;EZTOP;BOSS;CLLARO;TOPUP;GUATEMAALA;CLAROO;EEZTOP;EZTEOP;EZ TOP;EEZETOP;EZETOPP;ZEETOP;GATIMALA;GWATIMALA;EZETPO;GUATEMALA;BOSS REVOLUTION;CCLARO;EZEETOP;GUATEMAAL;E Z TOP;CLAARO;GUAATEMALA;GUATEEMALA;EZETOOP;GAUTEMALA;CLARRO;GUATEAMLA;GUATEMALAA;GWATEMALA;GUAETMALA;EASY TOP;GUATTEMALA;LCARO;GGUATEMALA;GUATEMLAA;GUATEMALLA;CLRAO;EZETOP;GUTAEMALA;KLAIRO;TOP UP;GUATMEALA
67718319	12347	UNITED UTILITY COMP-NXTDY	Next Day	Dia Siguiente	UNITED UTILITY COMPANIES
67353389	10246	OTAY WATER DISTRICT NXTDY	Next Day	Dia Siguiente	DUBLIN SAN RAMON SERVICE
67356166	10300	WESTERN MUNICPL WTR NXTDY	Next Day	Dia Siguiente	
67025688	9468	TOWER HILL SIG INS-NEXTDY	Next Day	Dia Siguiente	ROYAL PALM INSURANCE COMP;TOWER HILL SIGNATURE INSU
67025497	9463	PURE INSURANCE - NEXT DAY	Next Day	Dia Siguiente	
67028355	9473	U-COM BURUNDI RECHARGE BY EZETOP	Same Day	Mismo Dia	AFRICA;UCOM BURUNDI ;U-COM BURUNI ;U-COM BURNDI;EZETOP;BIRUNDY;UKON;BOSS REVOLUTION;EASYTOP;BOSS;UCO BURUND;EASY;UKO;BURNUDI;U-OM BURUNDI ;U-COM BRUNDI ;EZTOP;RECHARGE;BURUNDY;EZZTOP;BERUNDI;BRUUNDI;UCM BURUNDI;BURUDNI;UKOM;UBRUNDI;UBRUNDI;U-COM BRUNDI ;BURUNDY;BRUUNDI;BOSS REVOLUTION;BOSS;UCO BURUND;EZZTOP;EZETOP;U-COM BURNDI;EZTOP;BIRUNDY;RECHARGE;BERUNDI;UCM BURUNDI;BURNUDI;BURUDNI;UKON;UKO;U-COM BURUNI ;EASY;U-OM BURUNDI ;UKOM;UCOM BURUNDI ;EASYTOP;AFRICA
67758324	12609	KANAB UT ELECTRIC-NXTDY	Next Day	Dia Siguiente	CITY OF KANAB UTAH ELECTR;KANAB CITY CORPORATION;CITY OF KANAB ELECTRIC;CITY OF KANAB UT ELECTRIC;KANAB UT ELECTRIC;KANAB ELECTRIC UTAH
67028627	9483	AIRTEL KENYA RECHARGE BY EZETOP	Same Day	Mismo Dia	KENA ;AIRTL;ARTEL;AFRICA;AIRTE;AIREL;EASYTOP;RECHARGE;EKNYA ;IRTEL;EZETOP;KNYA ;BOSS;KENY ;TOP UP;KENYA;KENAY ;TOPUP;AITEL;KEYA ;ENYA ;KNEYA ;EZZTOP;BOSS REVOLUTION;EZTOP;KEYNA ;EASY;KNYA ;KEYA ;KENAY ;BOSS;KEYNA ;AFRICA;BOSS REVOLUTION;ARTEL;TOP UP;EZTOP;KNEYA ;TOPUP;AIRTE;EZETOP;EASY;EZZTOP;EKNYA ;ENYA ;AITEL;RECHARGE;KENY ;EASYTOP;KENYA;AIREL;IRTEL;KENA ;AIRTL
66672294	8074	TIME WARNER LINCOLN-2-3DY	2 - 3 Day	2 a 3 Dias	
66672786	8079	TIME WARNER CALIF-2-3 DAY	2 - 3 Day	2 a 3 Dias	TIME WARNER CALIFORNIA;TIME WARNER SOCAL;TIME WARNER SOUTHERN CALI;TIME WARNER CABLE SOUTHER;TIME WARNER CABLE LOS ANG;TIME WARNER CABLE SOCAL;TIME WARNER CABLE LA DIVI;TIME WARNER SO CAL;TIME WARNER CABLE SO CAL;TIME WARNER LOS ANGELES D;TIME WARNER SAN DIEGO CA;TIME WARNER LA DIVISION;TIME WARNER CARLSBAD CA
66678159	8099	USE RC 8109 FOR CENTURYTEL	2 - 3 Day	2 a 3 Dias	EMBARC;EMBARK;CENTURY LINK;EMBARG;CENTURYTEL;CENTURY TEL;EMBARQ
66683898	8176	TENNESSEE AMER WTR-2-3DAY	2 - 3 Day	2 a 3 Dias	TN AMERICAN WATER;TENNESSE AMERICAN WATER
67420267	10439	FIRST NATL BANK PA-NEXTDY	Next Day	Dia Siguiente	FIRST NATIONAL BANK OF PA
67422388	10473	ZURICH AMER LIFEINS-NXTDY	Next Day	Dia Siguiente	ZURICH AMERICAN LIFE INS
66685799	8201	ST PETERBRG WAT TSH-NXTDY	Next Day	Dia Siguiente	ST PETERSBURG WATER TRASH;ST PETERSBURG WATER TRASH
67101939	9621	EASTERN IOWA LIGHT 2-3DY	2 - 3 Day	2 a 3 Dias	
66753922	8412	BOSTON EDISON CO -NEXT DY	Next Day	Dia Siguiente	BOSTONED;BOSTONEDISON;NSTAR;NSTAR;BOSTONEDISON;BOSTONED
68294955	14000	BLACKSTONE GAS MA-NEXTDAY	Next Day	Dia Siguiente	BLACKSTONE GAS COMPANY;BLACKSTONE GAS COMPANY
68295064	14011	N ST PAUL MN UTILIT-NXTDY	Next Day	Dia Siguiente	NORTH ST PAUL UTILITIES;NORTH ST PAUL UTILITIES;CITY OF N ST PAUL UTILITI;N ST PAUL MN UTILITIES;CITY OF NORTH ST PAUL UTI;CITY OF NORTH ST PAUL MN;N ST PAUL MN UTILITIES;CITY OF NORTH ST PAUL MN;CITY OF NORTH ST PAUL UTI;CITY OF N ST PAUL UTILITI
67504536	10944	CLARK COUNTY NV SID-NXTDY	Next Day	Dia Siguiente	CLARK COUNTY NEVADA SID; CLARK CO SID NV; CLARK CO NV SID; CLARK COUNTY NV SID;CLARK COUNTY OF NEVADA SI
67506505	10974	GERMANTOWN IND TELE-NXTDY	Next Day	Dia Siguiente	GERMANTOWN INDEPENDENT TE; GERMANTOWN IND TELEPHONE; GERMANTOWN TELEPHONE
66800503	8732	ALFAYA UTILITIES NEXT DAY			ALFAYA UTILITIES FL
66801793	8742	AMERICAN DISP SER GA NXDY			AMERICAN DISPOSAL GA;AMERICAN DISPOSAL SERVICE;AMERICAN DISPOSAL SERVICE;AMERICAN DISPOSAL GA
67927304	13113	IESI-NEXT DAY	Next Day	Dia Siguiente	PROGRESSIVE WASTE SOLUTIO;IESI TX CORP;IESI TX CORP;PROGRESSIVE WASTE SOLUTIO
67246412	9928	CHICOPEE ELECT LGHT NXTDY	Next Day	Dia Siguiente	CHICOPEE ELECTRIC LIGHT;CELD;CEL
67637144	11851	UNITED INV LIFE INS-NXTDY	Next Day	Dia Siguiente	UNITED INVESTORS LIFE INS
40170136	1579	GEICO	Same Day	Mismo Dia	"GEICO INSURANCE;GEICO DIRECT;GEICO BUFFALO SERVICE;GIECO;GEICO NY SERVICE;GEICO NY SALES;GEICO;GEICO INS;GEICO F.C.U.;GEICO SALES FL;GEICO-NY:GIECO;GEICO BUFFALO SALES;GAICO;GEICO, ?? DC"
40170149	1580	GEICO	Same Day	Mismo Dia	"GEICO INSURANCE;GEICO DIRECT;GEICO BUFFALO SERVICE;GIECO;GEICO NY SERVICE;GEICO NY SALES;GEICO;GEICO INS;GEICO F.C.U.;GEICO SALES FL;GEICO-NY:GIECO;GEICO BUFFALO SALES;GAICO;GEICO, ?? DC;GEICO-NY"
68009548	13508	MVW BENEFITS-NXTDY	Next Day	Dia Siguiente	
43643291	4333	OLD CHASE USE NEW RC 3852	Same Day	Mismo Dia	CHASEAUTO;CHASE AUTO FINANCE PHOENI;CHASEAUTOFINANCE;CHASTE AUTO FINANCE
68479835	1260	ATT BILL PAYMENT			
66587237	7898	ROANOKE CO MISC	Same Day	Mismo Dia	MISCELLANEOUS SERVICES;SERVICES;MISC;MISC.;VA;ROANOKE;VIRGINIA;MISC SERVICES;ROANOKE COUNTY
66608035	7956	TKA - CITI	Same Day	Mismo Dia	CITI  TATE AND KIRLIN;CITI TATE & KIRLIN;CITI - TATE & KIRLIN;CITI/ TATE & KIRLIN;CITI /TKA;TATE & KIRLIN/CITI;CITI - TKA;CITI TKA;TATE & KIRLIN - CITI;TATE & KIRLIN CITI;TATE AND KIRLIN CITI
68155900	13740	GUARANTY POBOX 2047-NXTDY	Next Day	Dia Siguiente	GUARANTY BANK LOAN PO BOX
67715723	12295	SHENANDOAH VALLY EC-NXTDY	Next Day	Dia Siguiente	SHENANDOAH VALLEY ELECTRI
67346477	10119	CITY ANAHEIM COL CA NXTDY	Next Day	Dia Siguiente	ANAHEIM COLLECTIONS;CITY OF ANAHEIM COLLECT
67350900	10189	USE RC 8507 FOR COBB CO WATER	Next Day	Dia Siguiente	COBB COUNTY WATER
65012567	6629	N LAS VEGAS WATER-NEXTDY	Next Day	Dia Siguiente	
68532303	14397	SCOTT CU MORTGAGE	Same Day	Mismo Dia	SCOTT CU VISA;SCOTT CREDIT UNION VISA;SCOTT CREDIT UNION;SCU MORTGAGE;SCOTT CREDIT UNION MORTG;SCU VISA;SCOTT CU MORTGAGE;SCOTT CREDIT UNION MORTG;SCOTT CREDIT UNION;SCOTT CU MORTGAGE;SCOTT CREDIT UNION VISA;SCOTT CU VISA;SCU MORTGAGE;SCU VISA
43614068	4258	VEHICLE ACCEPT OHIO OH	Same Day	Mismo Dia	
67737578	12475	CITY OF BEND OR-NXTDY	Next Day	Dia Siguiente	BEND OR WATER SEWER
68543745	14418	"NORTH MIAMI, FL REDLIGHT"	Same Day	Mismo Dia	
67019555	9371	COMMUNTY AMER CU LN-NXTDY	Next Day	Dia Siguiente	COMMUNITY AMERICA CU LOAN;COMMUNITY AMERICA CREDIT
40682925	1809	WELLS FARGO DLR SVC TAMPA	Same Day	Mismo Dia	WACHOVIA DLR SVC TAMPA
67024809	9459	PREFERRED MUTL INS-NEXTDY	Next Day	Dia Siguiente	PREFERRED MUTUAL INSURANC
67025714	9469	TOWER INSURANCE -NEXT DAY	Next Day	Dia Siguiente	
43695883	4413	AFFILIATED BAYQUEST	Same Day	Mismo Dia	AFFILIATED BAYQUEST
67758337	12610	KAYSVILLE UT ELECTR-NXTDY	Next Day	Dia Siguiente	CITY OF KAYSVILLE UT ELEC;KAYSVILLE UT ELECTRIC;KAYSVILLE ELECTRIC;KAYSVILLE CITY CORP
43718524	4484	MYFREEPHONE.ORG	Same Day	Mismo Dia	
67761353	12695	TILLAMOOK CO OR TRE-NXTDY	Next Day	Dia Siguiente	TILLAMOOK CO OR TREASURER;TILLAMOOK COUNTY TREASURE
67776704	12807	JEFFERSON DAVIS ELE-NXTDY	Next Day	Dia Siguiente	JEFFERSON DAVIS ELECTRIC
45760266	6401	CHIEFTON COLLECTIONS	Same Day	Mismo Dia	
66692407	8235	VILLAGE LYNDONVILLE ELCTR	Same Day	Mismo Dia	LYNDONVILLE;LYNDONVILLE ELECTRIC;VILLAGE OF LYNDONVILLE
66438467	7694	REACH CARD VISA	Same Day	Mismo Dia	
67094020	9513	CASE CREDIT - NEXT DAY	Next Day	Dia Siguiente	
42591933	3011	CHASE LOSS RECOVERY	Same Day	Mismo Dia	CREDIT   ONE%;CREADIT ONE%;CREDIC ONE BANK%;CREDITONE BANK%;CREDI ONE%;CREDITONE%;DREDIT ONE BANK%;CREDITONEBANK%;CREDIT ONEBANK%
40826736	2036	WELLS FARGO DLR SVC CHARLESTON	Same Day	Mismo Dia	WACHOVIA DLR SVC CHARLEST
67471520	10615	CONSOLIDATED TEL CO-NXTDY	Next Day	Dia Siguiente	CONSOLIDATED TELEPHONE CO
67476088	10775	VLG GREENDALE WI WTR-NXTDY	Next Day	Dia Siguiente	VILLAGE OF GREENDALE WATE;VILLAGE OF GREENDALE WI
43735497	4512	SUN TEL PCS	Same Day	Mismo Dia	
66751306	8317	MIDWEST ENERGY COOP-NXTDY	Next Day	Dia Siguiente	MIDWEST ENERGY
66753090	8380	APPALACHIAN POWER -NXTDAY	Next Day	Dia Siguiente	APPALACHIAN POWER;APCO
66756631	8535	PARKERSBURG UTILITY-NXTDY	Next Day	Dia Siguiente	PARKERSBURG UTILITY WV;PARKERSBURG WV;PARKERSBURG ELECTRIC;PARKERSBURG WV UTILITY
68295103	14015	DELAWARE CO REG SWR-NXTDY	Next Day	Dia Siguiente	DELAWARE CO REGIONAL SEWE;DELAWARE CO REGIONAL SEWE;DELAWARE COUNTY REGIONAL ;DELWARE CO OH REGIONAL SE;DELAWARE COUNTY REGIONAL ;DCRSD;DELWARE CO OH REGIONAL SE;DCRSD
66755108	8452	CITY ATLNTA GA  WTR-NXTDY	Next Day	Dia Siguiente	ATLANTA;ATLANTA WATER;ATLANTA GA;ATLANTA GA WATER;ATLANTA GA WATER;ATLANTA GEORGIA;CITY OF ATLANTA;ATLANTA;CITY OF ATLANTA WATER;CITY OF ATLANTA UTILITIES;ATLANTA GA;CITY OF ATLANTA WATER;CITY OF ATLANTA;CITY OF ATLANTA UTILITIES;ATLANTA WATER;ATLANTA GEORGIA
68295080	14013	CITY OF SOMERTON AZ-NXTDY	Next Day	Dia Siguiente	
44063074	5154	CC JACKSON MS	Same Day	Mismo Dia	
67147469	9786	HITSMOBILE SPAIN RECHARGE BY EZETOP	Same Day	Mismo Dia	HITSOBILE;PAIN;HITSMOILE;ITS MOBILE;ITSMOBILE;EASY;HITSMBILE;HITS MOBILE;RECHARGE;EZY;EZZTOP;EZTOP;TOPUP;HISMOBILE;PSAIN;TOP UP;HITSMOBLE;HTSMOBILE;HITSMOBIE;EASYTOP;HITMOBILE;SPAIN;SAIN;EZETOP;IHTSMOBILE;HITSMOBIL;PSAIN;HITSMOBIL;HISMOBILE;EZY;HITSMBILE;HITSMOBIE;SPAIN;PAIN;RECHARGE;EASY;ITSMOBILE;HITS MOBILE;HITSOBILE;HITMOBILE;EZTOP;EASYTOP;TOP UP;EZETOP;HITSMOBLE;SAIN;HITSMOILE;TOPUP;HTSMOBILE;EZZTOP;ITS MOBILE;IHTSMOBILE
43344998	3628	FIRST COMMUNICATION DEP	Same Day	Mismo Dia	
66805278	8743	AMERICAN DISP SER VA NXDY			AMERICAN DISPOSAL VA;AMERICAN DISPOSAL SERVICE;AMERICAN DISPOSAL SERVICE;AMERICAN DISPOSAL VA
65508288	7227	SST NORTH CAROLINA TRUST	Same Day	Mismo Dia	
67927456	13128	MILILANI TOWN ASSOC-NXTDY	Next Day	Dia Siguiente	MILILANI TOWN ASSOCIATION
43389157	3790	OPTION ONE FINANCIAL GROUP	Same Day	Mismo Dia	
68368454	14212	VETERAN ENERGY	Same Day	Mismo Dia	
43433773	3876	VEHICLE ACCEPT PHOENIX SV	Same Day	Mismo Dia	VEHICLE ACCEPT PHOENIX
67226157	9890	CAPITAL ELECTR COOP NXTDY	Next Day	Dia Siguiente	CAPITAL ELECTRIC COOP
68421265	14282	FAYETTEVILLE AR TAX-NXTDY	Next Day	Dia Siguiente	FAYETTEVILLE TAXES;CITY OF FAYETTEVILLE AR T;CITY OF FAYETTEVILLE TAXE;FAYETTEVILLE AR TAXES
66558253	7827	STEELE MORGAN AND ASSOCIATES			
68009645	13518	PROTECTIVE LIFE INS-NXTDY	Next Day	Dia Siguiente	PROTECTIVE LIFE INS CO
66965273	9234	AMERICAN AUTO FINANCING	Same Day	Mismo Dia	
68155913	13741	GUARANTY BANK WI HE-NXTDY	Next Day	Dia Siguiente	GUARANTY BANK HOME EQUITY;GUARANTY BANK WI HOME EQU
66617039	7963	CLARO JAMAICA RECHARGE BY EZETOP	Same Day	Mismo Dia	JMAKA;KLARO;CALRO;EZZETOP;JIMAKA;JAMIACA;JAMMAICA;EZETPO;CLRAO;CLARRO;EZEETOP;EZ TOP;JAMAIICA;CLAROO;EZETOPP;EASY TOP;EZETOP;LCARO;TOP UP;GMAKA;JAMAICAA;E Z TOP;JAAMICA;BOSS REVOLUTION;JAMAICA;GIMAKA;EZETOOP;CLAOR;JAMACIA;JAMAIAC;EEZETOP;EZEOTP;TOPUP;AJMAICA;KLAIRO;CCLARO;CLAIRO;CLLARO;JAMAICCA;GAMAKA;JMAAICA;BOSS;EZTOP;EASYTOP;JJAMAICA;GAMAICA;JAMAKA;JAMAAICA;EZTEOP;ZEETOP;CLAARO;EEZTOP;EZETTOP;JAAMAICA
67715930	12307	SURRY TELEPHONE MEM-NXTDY	Next Day	Dia Siguiente	SURRY TELEPHONE MEMBERSHI
67718128	12332	TOWN MOCKSVILLE NC-NXTDY	Next Day	Dia Siguiente	MOCKSVILLE TRASH;MOCKSVILLE NC UTILITIES;TOWN OF MOCKSVILLE NC;MOCKSVILLE UTILITIES;MOCKSVILLE WATER
67346561	10121	CITY OF ARCATA CA NEXTDAY	Next Day	Dia Siguiente	ARCATA;CITY OF ARCATA CA
67353839	10256	RECOLOGY AUBRN PLCR NXTDY	Next Day	Dia Siguiente	RECOLOGY AUBURN PLACER;DUBLIN SAN RAMON SERVICE;RECOLOGY AUBURN PLACER;DUBLIN SAN RAMON SERVICE
67740277	12507	CITY LACEY WA WATER-NXTDY	Next Day	Dia Siguiente	CITY OF LACEY WATER;LACEY WA WATER;LACEY WATER;CITY OF LACEY WA WATER;CITY OF LACEY WASHINGTON
67020049	9384	ERA MORTGAGE - NEXT DAY	Next Day	Dia Siguiente	
67018462	9351	ACACIA LIFE INSUR-NEXTDAY	Next Day	Dia Siguiente	ACACIA LIFE INSURANCE COM
67749579	12572	DIXIE ESCALANTE ELE-NXTDY	Next Day	Dia Siguiente	DIXIE ESCALANTE ELECTRIC
67758531	12621	MANILA CULINARY WTR-NXTDY	Next Day	Dia Siguiente	MANILA CULINARY WATER CO
67762200	12709	WSHNGTN CO OR FINAN-NXTDY	Next Day	Dia Siguiente	WASHINGTON CO FINANCE DIV;WASHINGTON COUNTY FINANCE;WASHINGTON CNTY OREGON FI;WASHINGTON COUNTY OR FINA;WASHINGTON CO OR FINANACE
66672919	8082	ROUTING ONLY TWC SAN ANTONIO	2 - 3 Day	2 a 3 Dias	TIME WARNER SAN ANTONIO
67414477	1153	VOX PARAGUAY RECHARGE BY EZETOP	Same Day	Mismo Dia	PARAGUAY ;ARAGUAY;PAAGUAY;PARAGAY;PARAGUY;TOPUP;TOP UP;PRAGUAY;PARAUAY;BOX;PARGUAY
67776351	12797	FARMERS RURAL ELECT-NXTDY	Next Day	Dia Siguiente	FARMERS RURAL ELECTRIC CO
68243566	13930	EXETER AUTO FINANCE	Same Day	Mismo Dia	
66755522	8465	LUBBOCK POWER LIGHT-NXTDY	Next Day	Dia Siguiente	LUBBOCK POWER LIGHT; LUBBOCK POWER_LIGHT;LUBBOCK POWER & LIGHT;LUBBOCK POWER & LIGHT; LUBBOCK POWER_LIGHT;LUBBOCK POWER LIGHT
66756770	8545	UNITED REMC -NEXT DAY	Next Day	Dia Siguiente	UNITED RURAL ELECTRIC;UNITED RURAL ELECTRIC
66764199	8587	UFONE PAKISTAN RECHARGE BY EZETOP	Same Day	Mismo Dia	EZETTOP;TOP UP;BOSS REVOLUTION;UFANE;UPHONE;EZETOPP;PKAISTAN;EZZETOP;PAKISTAN;APKISTAN;PAKISTNA;AKISTAN;EZETOP;UPHON;PAKISTA;PAKITSAN;PAKISAN;ZEETOP;EEZTOP;E Z TOP;EZETOOP;PKISTAN;EASY TOP;UFON;PAKSITAN;TOPUP;PAKISATN;PAIKSTAN;BOSS;EZEETOP;EEZETOP;PAKISTN;PAKSTAN;PAISTAN;EZTEOP;PAKITAN;EASYTOP;PAKISTNA;EZETOP;ZEETOP;UPHONE;PAISTAN;PAKISTN;PAKISTA;BOSS;PAKSTAN;EZTEOP;EZETOPP;BOSS REVOLUTION;EASY TOP;PAIKSTAN;UPHON;EZEETOP;PAKISTAN;PAKSITAN;TOPUP;EASYTOP;UFANE;EZETOOP;PAKITAN;PAKISAN;PAKISATN;EEZTOP;E Z TOP;UFON;APKISTAN;PKISTAN;AKISTAN;EZETTOP;PKAISTAN;PAKITSAN;TOP UP;EZZETOP;EEZETOP
66765428	8606	ARCHULETA PROP TAX	Same Day	Mismo Dia	PROPERTY TAX;ARCHULETA COUNTY PROP TAX;ARCHULETA COUNTY CO;REAL PROPERTY;COLORADO;ARCHULETA;ARCHULETA COUNTY COLORADO;CO;ARCHULETA CO
67508202	10977	HEARTLAND REG POWER-NXTDY	Next Day	Dia Siguiente	HEARTLAND REGIONAL POWER
67506152	10963	FAIRFIELD NB HELOC-NXTDY	Next Day	Dia Siguiente	FAIRFIELD NATIONAL BANK
67515871	11026	NATIONWIDE ENGY PAR-NXTDY	Next Day	Dia Siguiente	NATIONWIDE ENERGY PARTNER
67518580	11077	LA FIREMENS CREDIT UNION	Same Day	Mismo Dia	
67147553	9789	ORANGE ROMANIA RECHARGE BY EZETOP	Same Day	Mismo Dia	RMOANIA;TOPUP;ROAMNIA;ORAGE;ORANG;EASYTOP;ROMANIA;ROWMANIA;RMANIA;EASY;OMANIA;EZZTOP;ROANIA;EZY;EZTOP;TOP UP;ROMAINA;EZETOP;OANGE;RECHARGE;RANGE;ROMNIA;ROMANI;ROMANA;ORNGE;ORANE;RMOANIA;ORNGE;EASY;RECHARGE;TOP UP;ORAGE;RANGE;ROAMNIA;ROANIA;ORANG;ROMAINA;EASYTOP;EZETOP;TOPUP;ROMANI;EZY;ROMANA;OMANIA;OANGE;ROMANIA;EZTOP;ROMNIA;RMANIA;EZZTOP;ROWMANIA;ORANE
68333670	14099	E Rio Hondo Water S-2-3DY	Next Day	Dia Siguiente	EAST RIO HONDO WATER DEPT;ERHWSC;EAST RIO HONDO WATER
66800736	8740	ALOHA PETROLEUM NEXT DAY			ALOHA PETROLEUM;ALOHA PETROLEUM
67559620	11507	VLG OF ALGONQUIN IL-NXTDY	Next Day	Dia Siguiente	ALGONQUIN ILLINOIS;VILLAGE OF ALGONQUIN IL
67927595	13142	PLAYA REALTY MANAGE-NXTDY	Next Day	Dia Siguiente	PLAYA REALTY & MANAGEMENT;PLAYA REALTY AND MANAGEME
67926363	13020	AFCO-NXTDY	Next Day	Dia Siguiente	CAFO;AFCO CAFO
67219931	9851	USE 9851 FOR BLACK RIVR ELECT CO NXTDY	Next Day	Dia Siguiente	BLACK RIVER ELECTRIC COOP
67224285	9881	CALIF PACIFIC ELEC NEXTDY	Next Day	Dia Siguiente	CALIFORNIA PACIFIC ELECTR;CA PACIFIC ELECTRIC;CALIFORNIA PACIFIC ELEC
68421294	14285	ROMULUS MI WATER SE-NXTDY	Next Day	Dia Siguiente	CITY OF ROMULUS WATER SEW;CITY OF ROMULUS MI WATER;ROMULUS MI WATER SEWER;ROMULUS WATER SEWER
66883782	9134	CO OF FRANKLNWA MOBILHMTX	Same Day	Mismo Dia	WA - TREASURER;PROPERTY TAXES;WASHINGTON;FRANKLIN COUNTY;FRANKLIN COUNTY WA;ARCHULETA;WA;MOBILE HOME TAX;COUNTY OF;FRANKLIN
67611416	11607	AMERICAN RELIABLE I-NXTDY	Next Day	Dia Siguiente	AMERICAN RELIABLE INSURAN; ARIC
67980545	13247	MYTURN MASTERCARD	Same Day	Mismo Dia	META;MY TURN;LIBERTY TAX
67246467	9929	CHISHLM TRL SPC UTL NXTDY	Next Day	Dia Siguiente	CTSUD;CHISHOLM TRAIL SPECIAL UT
67641198	11901	CITY OF CANTON OH-NEXTDAY	Next Day	Dia Siguiente	CANTON UTILITIES;CANTON OHIO UTILITIES
68009674	13521	RYMAN HOSPTLTY BENE-NXTDY	Next Day	Dia Siguiente	RYMAN HOSPITALITY BENEFIT
65307023	7046	AUTO CREDIT OF MACON	Same Day	Mismo Dia	AUTO CREDIT OF MACON;AUTO CREDIT
67294480	10002	CTY SNTA RSA TX WTR NXTDY	Next Day	Dia Siguiente	CITY OF SANTA ROSA TX WAT;CITY OF SANTA ROSA WATER
68017857	13541	COWLITZ COUNTY PUD	Same Day	Mismo Dia	COWLITZ COUNTY PUBLIC UTI;COWLITZ COUNTY WA PUD;COWLITZ PUBLIC UTILITIES;COWLITZ CO PUBLIC UTILITI;COWLITZ PUD
67296381	10018	GUADALUPE VALY TELE NXTDY	Next Day	Dia Siguiente	
42559522	3000	CHEAPTALK	Same Day	Mismo Dia	
40331551	838	OLD GMAC USE CODE 7581	Same Day	Mismo Dia	GAMC;790;838;GMAC;ALLY ASSET ACCEPTANCE;ALLY;719;GMAC AUTO;G A M C;785
65114562	6773	CNAC - INDIANA	Same Day	Mismo Dia	
66588139	7920	HOWARD COUNTY TX - JP1	Same Day	Mismo Dia	JP;GREEN;TEXAS;HOWARD COUNTY TX;CITATIONS;BENNIE;HOWARD COUNTY JP 1 TX;HOWARD COUNTY CITATIONS;HOWARD JP1;BENNIE GREEN;HOWARD
68489605	14372	AMERICAN CONS CRDT 2-3DAY	2 - 3 Day	2 a 3 Dias	
66973537	9265	FNMA MORTGAGE -NEXT DAY	Next Day	Dia Siguiente	
67702943	12121	BRANCH BANKINGTRUST-NXTDY	Next Day	Dia Siguiente	BRANCH BANKING AND TRUST
45058224	6045	NUVELL FS	Same Day	Mismo Dia	ALLY AUTO FINANCE;ALLY FINANCY;ALLY LIVE;ALLY 0838;ALLY PROCESSING;ALLYFINA;ALLY FINANCING;NOVELL;NUVELL CREDIT;ALLY;ALLYAUTO;ALLY0838;NUVELL CREDIT COMPANY;ALLY FIN;ALLYBANK;NUVELL;ALLY CANADA;ALLY AUTOMOTIVE;ALLY FINANTIAL;ALLY AUTO FINANCIAL;ALLYGMAC;ALLY POB;ALLY BANK;ALLY AUOMOTIVE;ALLY GMC AUTO;ALLY FINACIAL;ALY FINNANCIAL
67704129	12122	BRIDGEPORT HOUSING-NEXTDY	Next Day	Dia Siguiente	BRIDGEPORT HOUSING AUTHOR;BHA
68154095	13580	ORBITEL	Same Day	Mismo Dia	CINCO TELECOM;ORBITEL;CINCO
68156006	13750	HENDRICKS POWER COO-NXTDY	Next Day	Dia Siguiente	HENDRICKS POWER COOPERATI
